Chinese Sentence,Chinese NER Tagged
美国，英国加入了 诸如埃及情报服务的组织 来训练成千上万的人 来抵御和城市恐怖主义。,"[('美国', 'ns', 0, 1), ('英国', 'ns', 2, 3), ('埃及', 'ns', 6, 7)]"
如何把一辆自行车 变成一种恐怖行动的工具。,[]
如何将一头驴子，一辆马车，任何东西，。,[]
俄罗斯人也是一样。,[]
所以，当暴力在一个国家， 比如阿富汗， 是因为有那样一种传统。,"[('阿富汗', 'ns', 10, 11)]"
但是我们必须明白 我们已经非常幸运了。,[]
我的意思是，我真的无法相信我有多么幸运能来到这里， 站在你们面前讲话。,[]
当我成为财政部长的时候， 我以为我能活过3年的概率 不超过5%。,[]
危险是存在的，但是也是值得的。,[]
我认为我可以做到， 而且我如此认为的原因， 就在于人民。,[]
你知道，因为，我给你们一个数据好了。,[]
在阿富汗91%的男人， 86%的女人， 每天都会听至少3个收音频道来,"[('阿富汗', 'ns', 1, 2)]"
讲述这个世界的 复杂性。 我敢说， 他们 比美国的拥有大学文凭的人， 和大把的欧洲人都要深刻。 因为这些跟他们息息相关。,"[('美国', 'ns', 12, 13)]"
而他们的最主要的担忧是什么呢？,[]
遗弃。,[]
阿富汗人已经深深地成为了国际主义者了。,"[('阿富汗', 'ns', 0, 1)]"
你知道，当我在2001年12月份回国的时候， 我一点都不想与阿富汗政府合作。 因为我是一个国家主义者。,"[('阿富汗政府', 'nt', 18, 20)]"
我告诉他们 - 我的人民，和美国人在这 - 是分开的,[]
是的，我在联合国有着顾问的职位。,"[('联合国', 'nt', 4, 5)]"
我快速地穿越了10个阿富汗的省份。,"[('阿富汗', 'ns', 7, 8)]"
每个人都告诉我，这是一个不同的世界。,[]
你知道，他们参与进来了。,[]
他们看见了国际的介入， 这对于这些普通人的未来是至关重要的。,[]
而普通的阿富汗人最为关心的是 克莱尔 洛克哈特在这里， 所以我讲讲述一段她 与一个阿富汗北部的未接受过教育的妇女的讨论。,"[('克莱尔 洛克哈特', 'nr', 8, 9), ('阿富汗', 'ns', 22, 23)]"
那个妇女说她不关心 她的饭桌上是否有食物。,[]
她关心的是未来是否有计划， 她的孩子们能否有个不一样的人生。,[]
这给予了我希望。,[]
CA：阿富汗 怎么能为那么多以毒品交易为生的人 提供 收入呢？,"[('阿富汗', 'ns', 2, 3)]"
AG：当然了。首先， 不要再花费几十亿美元 在毒品根除上了， 取而代之的是，把资金给几个安全公司， 他们将上千亿美元的资金 分给50个 全球最具开创性的公司， 让他们创造一百万个工作。,[]
根除毒品的关键在于工作。,[]
看，这有个鲜为人知的事实： 人均合法的年收入在1000美元以上的国家 不生产毒品。,[]
第二，纺织品。,[]
贸易是关键，而不是援助。,[]
美国和欧洲应该 给我们零关税。,"[('美国', 'ns', 0, 1), ('欧洲', 'ns', 2, 3)]"
纺织品行业极具移动性。,[]
如果你想让我们有能力与中国竞争并吸引投资， 我们可能可以很轻松地 凭借纺织品行业 吸引60亿美元， 如果零关税的话， 这也可以创造很多工作岗位。,"[('中国', 'ns', 8, 9)]"
棉花不能与鸦片相比， 但是T恤可以。,[]
而且我们需要知道，这是一个价值链。,[]
看，一个普通的阿富汗已经 对微贷款很厌烦了。,"[('阿富汗', 'ns', 6, 7)]"
这很重要， 对于那些从事微生产的人 最需要的的国际的切入口。,[]
他们不想要卖给仅针对外国人 的慈善义卖会， 而且要把同样的衬衫 一遍又一遍的绣。,[]
我们需要 与意大利的设计公司合作。,"[('意大利', 'ns', 3, 4)]"
是的，我们有全世界最好的缝纫师！,[]
为什么我们不能做与意大利北部做的东西一样的呢？,"[('意大利', 'ns', 5, 6)]"
凭着发行系统？,[]
所以我认为，经济上， 关键问题在于如何思考。,[]
我在这里要说援助没有用。,[]
你知道，援助系统坏了。,[]
它不具备只是 远见，和能力。,[]
我是全力支持慈善的；毕竟我提倡了很多。,[]
是的，准确的说，我试图 劝说这个世界来 给我的国家275亿。,[]
他们不想给我们金钱。,[]
CA：还是不起作用吗？,[]
AG：不。不是不起作用。,[]
只是，一美元的私人投资， 在我看来， 等于至少20美元的援助， 就它产生的动力来看。,[]
第二，1美元的援助可能变成10美分 或者20美分， 或者变成4美元，,[]
这取决于它以什么形式来的， 它附带的条件的级别是什么。,[]
你知道，援助系统起初是为了奖励 发达国家的企业家的， 而不是为贫困国家产生财富增长。,[]
这又是一个假设： 如同汽车座椅一样的假设， 我们从政府和门继承而来的。,[]
你也许会想美国政府 不认为美国的公司需要 在发展中国家设立分公司，提供建议， 但他们需要。,"[('美国政府', 'nt', 4, 6), ('美国', 'ns', 8, 9)]"
面对面援助 有一个历史的重量 这现在需要被重新检验。,[]
如果目标是建立能 可靠地照顾好他们自己的国家， 而我是公平地将提出这个建议的， 你知道，我对于我的对手非常严苛-- 援助必须在每一个国家， 在一定期限内停止。,[]
每一年， 国内收入的流动 和经济的刺激生长必须获得进步。,[]
除非那样的一种影响介入， 你们将不能够保持同一意见。,[]
我想从这里开始，休斯顿，我们有个问题。,"[('休斯顿', 'ns', 6, 7)]"
我们已经有二十年没有进展了 在人类太空飞行方面。事实上，我们退步了。,[]
我们非常有可能失去鼓励年轻人的能力， 让他们走出去，继续做这非常重要的事情 做我们人类已经做了的事情。,[]
那就是，我们已经本能地走出去 翻过困难之地，去往更加困难的地方， 之后发现，也许会令我们吃惊，这些就是我们生存下来的理由。,[]
我强烈的感觉到 这不太好，如果我们世代的后辈 只想着要一个更好 带录像的手机。,[]
他们要渴望探索，他们要渴望征服， 他们要渴望突破。他们需要这些。,[]
我们要鼓励他们，因为他们将来要领导我们 帮助我们生存。,[]
我特别担心，美国国家宇航局现在根据新的布什政府的原则所做的 --因为在未来十五年--哦 天呢，我错了。,"[('美国国家宇航局', 'nt', 4, 7), ('布什', 'nr', 11, 12)]"
在这里我们有非常明确的规定，不可以谈政治。,[]
我们所期待的是--  我们所期待的 是不止鼓励我们的孩子 但我们现行的政策甚至不允许 这个国家最有创造力的--波音航空公司和洛克希德导弹与航天公司的 航天工程师走出去，承担风险，尝试新装置。,"[('波音航空公司', 'nt', 32, 35), ('洛克希德', 'nt', 36, 37), ('与航天', 'nt', 38, 40)]"
我们将要回到月球--50年以后--,[]
我们正准备仔细地计划这件事情，学习任何新知识。,[]
我因此非常担心。但无论如何，那是-- 我今天想和你们分享的事情的基础，尽管如此 就回到了我们要鼓励人们 鼓励日后会成为我们伟大领导的人们。,[]
那是我在这里接下来15分钟的主题。,[]
我认为在你们小的时候就开始被鼓励： 从三岁的婴儿直到12，14岁的小孩。,[]
我们--最重要的事情是他们看到了什么。,[]
让我们迅速回览一下航空工业。,[]
曾有四年短暂的美好时期 那时发生了许多奇迹。,[]
那段时期开始于1908年，当怀特兄弟在巴黎飞行，每个人都说， “哦，嘿！我能做这个。”只有极少的人曾飞过 在1908年初。四年里，39个国家有了上百架飞机， 上千名飞行员。飞机通过自然选择被发明了出来。,"[('怀特', 'nr', 8, 9), ('巴黎', 'ns', 11, 12)]"
现在你可以说聪明的设计设计了我们今天的飞机， 但没有聪明的设计真正设计了那些早期的飞机。,[]
可能至少有3000种不同的尝试， 如果飞行器坠毁，飞行员身亡，就不再尝试此种飞行器。,[]
能够飞行和着陆的就是好的， 因为没有训练有素的飞行员 没有真正有好的飞行素质之人。,[]
所以我们，通过做一大堆尝试，几千次的尝试， 在那四年里，我们发明了 我们今天飞行所用的飞机。这就是为什么我们这么安全， 因为我们给了自己很多机会去发现什么是好的。,[]
在宇宙飞行领域，我们没有给自己一点儿机会。,[]
只尝试了两个想法 -- 美国尝试了两个，俄罗斯尝试了一个。,"[('美国', 'ns', 8, 9), ('俄罗斯', 'ns', 14, 15)]"
那么，在这段时期，谁被鼓舞了？,[]
《航空周刊》让我列一个表，列出我认为 这一百年的航空事业的推动者。,[]
我把他们写了出来，之后发现他们每一个人 在航天事业的奇妙复兴之时都是小孩子。,[]
那么，当我小的时候发生了什么-- 也是非常重大的事件。,[]
喷气式飞机时代开始了，导弹时代开始了。冯 布劳恩在那里 展示如何登上火星 -- 这些事早于人造地球卫星的制造。,"[('冯 布劳恩', 'nr', 11, 12)]"
那时火星是一个非常令人感兴趣的地方 比现在有趣得多。我们曾以为那里有动物存在， 我们知道那里有植物，有色彩变幻，不是吗？,[]
但是，你知道，美国国家宇航局搞砸了这事情，因为他们派遣了这些机器人 而他们只着陆在了沙漠里。,"[('美国国家宇航局', 'nt', 5, 8)]"
如果你看一看发生了什么 -- 这条小黑线和人们曾经飞行的速度一样快， 这条红线代表军队里速度最快的飞行员 蓝色代表商业飞机运输。,[]
你注意这里有一个大的跳跃。当我还是一个小孩时-- 我认为曾有些事给予我勇气 走出去，尝试其他人没勇气去做的事。,[]
那么，我小时候做了什么？,[]
我那时没有玩车，交女朋友，没有跳舞。 并且，那时我也没有吸毒。我做了些比赛用的飞机模型。,[]
越战时，我花了七年时间 为空军做飞机飞行测试。,[]
后来，我涉猎飞机制造，并从中的到甚多乐趣 那些飞机是人们可以在自家车库里制造的。,[]
这些里面有约有3000架正在飞行。当然，它们中的一架 是可以环游世界的航行者号。我在1982年建立了另一家公司， 就是我现在的公司。,[]
从1982年起，我们公司每年研发不只一种飞机，,[]
有许多飞机我无法在这张图上介绍给大家。,[]
最令人印象深刻的飞机，我相信，是那架 在第一架喷气式飞机制造出后，仅过了十二年就设计出的飞机。,[]
它一直在飞行，直到锈迹斑斑才不再服役。,[]
我们1998年的研发水平倒退至1956年。什么？,[]
史上最震撼人心的宇宙飞船，我相信， 是格鲁曼公司所做的登月艇。它是一艘--你知道，它在月球着陆， 从月球起飞，无需人员维护-- 那有点儿酷。,"[('格鲁曼公司', 'nt', 11, 13)]"
我们已经丧失了能力。我们在1972年放弃了它。,[]
这架飞船在前苏联宇航员加加林1961年首次宇宙飞行的三年后被设计出来。,"[('苏联', 'ns', 5, 6), ('加加林', 'nr', 7, 8)]"
三年，而我们现在做不到了。,[]
疯狂。简短地谈一下发明创造的周期，周期发展时 会衍生许多活动，当这些活动被其他活动取代，此周期就灭亡了。,[]
这样的周期每25年出现一次。,[]
持续40年的时间，有些周期相互交叠。你可以将此观点 放至不同的科技。这有趣的事情-- 顺便一提，这里的速度，不好意思，高速旅行 是这些发明创造周期的标题。这里没有一个。,[]
这两架飞机与1958年制造的DC8速度相同。,[]
这是件大事，那就是，你没有发明创造周期 如果政府研发并应用其研发成果。,[]
你知道，一个好的例子，当然就是DARPA网。,[]
电脑首先应用于炮兵部队，然后是美国国税局。,"[('美国国税局', 'nt', 9, 11)]"
